id,sentence,difficulty;;;;;;;;;;;;
"2478,""En effet, même si vous ne souhaitez pas acheter quelque chose, il est toujours intéressant de passer du temps dans les centres commerciaux"",B1";;;;;;;;;;;;
"2479,""Du haut de la Tour Eiffel, on peut voir les principaux monuments de Paris"",B1";;;;;;;;;;;;
2480,C'est en Italie que les deux mots sont le plus souvent associés.,A2;;;;;;;;;;;;
"2481,""Quand le G20 du 15 avril décide le moratoire, c'est la première fois que la Chine acceptait, dans un cadre multilatéral, de participer à un moratoire."",B2";;;;;;;;;;;;
"2482,""Les yeux de Fabrice se mouillèrent, il répandit des larmes en embrassant la comtesse, mais sa résolution de partir ne fut pas un instant ébranlée."",C1";;;;;;;;;;;;
2483,Le menu est imaginé chaque jour en fonction de ce que les chefs trouvent au marché de Lyon.,B1;;;;;;;;;;;;
"2484,""Nous nous interrogeons sur le soutien moral et financier des pouvoirs publics à une campagne de sensibilisation dont le message (""""Achetez du café qui vous permette de dormir tranquille"""", encart publicitaire de la marque Max Havelaar France) suinte la vieille culture coloniale qui marque encore aujourd'hui nos imaginaires collectifs et notre rapport au monde: le rôle de l'État est-il de financer des opérations de """"communication éthique"""" d'enseignes multinationales?"",C1";;;;;;;;;;;;
2485,Ce sont elles qui les comptent et les mettent dans notre panier.,A2;;;;;;;;;;;;
2486,Les joueurs se furent rapidement ressaisis après la tentative désastreuse pour égaliser le score avant la mi-temps.,C1;;;;;;;;;;;;
2487,Tu n'oubliais pas ! Tu nettoyais la demeure de fond en combles.,B1;;;;;;;;;;;;
"2488,""Homme de réseaux, le vagabond n'a pas coupé les liens avec le pays, qu'il maintient grâce au solide maillage des postes européennes."",C2";;;;;;;;;;;;
"2489,""Revue une fois, elle sera cette fois plus facilement accessible"""""",C1";;;;;;;;;;;;
"2490,""Selon les calculs du CNES, la batterie de Philae devait être totalement déchargée vers 02h00 GMT (03h00 locales)."",B2";;;;;;;;;;;;
"2491,""Mais, quand d'un passé ancien rien ne subsiste, aprés la mort des êtres, après la destruction des choses, seules, plus frèles mais plus vivaces, plus immatérielles, plus persistantes, plus fidèles, l'odeur et la saveur restent encore longtemps, comme des âmes, à se rappeler, à attendre, à espérer, sur la ruine de tout le reste, à porter sans fléchir, sur leur gouttelette presque impalpable, l'édifice immense du souvenir."",C2";;;;;;;;;;;;
"2492,""Vous voyez, le rôle de l'école a changé."",A2";;;;;;;;;;;;
"2493,""L'année dernière, je suis allé au bord de la Loire pour les vacances."",A2";;;;;;;;;;;;
2494,Elle est grande !,A1;;;;;;;;;;;;
"2495,""Il y en a qui disent que c'est trop, mais pas moi."",B1";;;;;;;;;;;;
"2496,""Les sénateurs élus au scrutin majoritaire, dont le siège devient vacant pour cause de décès, d'acceptation des fonctions de membre du Conseil constitutionnel ou de Défenseur des droits ou de prolongation au-delà du délai de six mois d'une mission temporaire confiée par le Gouvernement sont remplacés par les personnes élues en même temps qu'eux à cet effet."",C2";;;;;;;;;;;;
"2497,""La naissance des Etats-nations, dont l'unité territoriale était étroitement liée à leur homogénéité linguistique, a également joué un rôle décisif dans la consolidation des langues adoptées comme nationales, et la marginalisation des autres."",C1";;;;;;;;;;;;
"2498,""D'après Marx, les Hommes qui font du travail une contrainte sont ceux qui produisent les objets du désir des Hommes"",C2";;;;;;;;;;;;
"2499,""Je sais qu'elle est souvent seule à la maison, et que le soir il rentre très tard."",A2";;;;;;;;;;;;
"2500,""C'est pratique, je veux dire, le moment de convalescence, vous portez un masque, donc de toute façon en règle générale ça ne se voit pas"",B1";;;;;;;;;;;;
2501,Le réalisateur m'a expliqué qu'il avait longtemps cherché l'acteur idéal.,B1;;;;;;;;;;;;
"2502,""Car sans incertitude nous serions cantonnés à une vie morne, dont la fresque ne serait teinte que de dégradés de gris, en absence complète de couleurs"",C2";;;;;;;;;;;;
"2503,""En 2003, les Français ont ainsi flambé 30 milliards d'euros, pour le plus grand profit de l'industrie du secteur et de l'État croupier, qui prélève sa dîme."",C2";;;;;;;;;;;;
"2504,""Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les pays neufs deviennent des polongements européens."",C2";;;;;;;;;;;;
"2505,""Ces enfants s'étaient procuré quelques petites clefs, et quand la nuit était bien noire, ils essayaient d'ouvrir les cadenas de ces chaînes qui attachent les bateaux à quelque grosse pierre ou à quelque arbre voisin du rivage."",C1";;;;;;;;;;;;
"2506,""Nous continuons de parler anglais à la maison, car mes parents ne veulent pas que je perde ma langue natale"",A2";;;;;;;;;;;;
"2507,""Des paysans et des seigneurs, le plaid sur l'épaule, chantaient tous ensemble une chanson de chasse "; puis il survint un capitaine qui invoquait l'ange du mal en levant au ciel ses deux bras ; un autre parut ;" ils s'en allèrent, et les chasseurs reprirent."",C2";;;;;;;;;
2508,L'ensemble comporte également un nombre de pièces réduit.,C1;;;;;;;;;;;;
2509,C'est aussi un test pour les couples nouvellement formés ou qui n'avaient jamais expérimenté la vie à deux.,B1;;;;;;;;;;;;
2510,Je lui ai demandé ce que nous devions faire.,A2;;;;;;;;;;;;
2511,Nous allons au restaurant.,A1;;;;;;;;;;;;
"2512,""Si vous ne mangez que des légumes, ce restaurant n'est pas pour vous !"",B1";;;;;;;;;;;;
2513,Vous êtes française.,A1;;;;;;;;;;;;
"2514,""Il se vit pénétrant jusqu'au coeur de la grande forêt, et découvrant une femme qui dormait parmi les branches, couchée sur un lit de mousse."",B2";;;;;;;;;;;;
2515,J'ai commencé ma journée en jouant du piano.,A2;;;;;;;;;;;;
"2516,""Si vous voulez venir avec moi, je vous montrerai votre table."",A2";;;;;;;;;;;;
"2517,""Il existe des outils pour le repérer, précisent les promoteurs de la méthode."",B2";;;;;;;;;;;;
"2518,""Le centre Anatole France est situé dans le centre-ville, à quelques pas de la mairie."",B1";;;;;;;;;;;;
"2519,""Il est intéressant de noter que jusqu'en 1995, le Festival de Deauville n'était pas compétitif"",A2";;;;;;;;;;;;
2520,je réunis tous ceux qui j'aime bien pour fêter l'arrivée de l'été.,A1;;;;;;;;;;;;
2521,L'hôtel avait une belle piscine dont je n'ai pas eu le temps de profiter.,B1;;;;;;;;;;;;
"2522,""Une personne désappointée est une personne qui n'a pas obtenu ce qu'elle attendait, ce qu'elle espérait."",A2";;;;;;;;;;;;
"2523,""Certains, juchés sur le toit ou l'aile, refusaient de descendre."",C1";;;;;;;;;;;;
"2524,""Mais cette année, nous ne savons pas si nous pourrons y aller."",B1";;;;;;;;;;;;
"2525,""Le verbe d'Adnane était entièrement vacciné contre les mots omniprésents de la langue de bois de l'époque, comme s'il avait des oreilles-passoires filtrant les mots des médias et des haut-parleurs plantés sur chaque quartier."",C2";;;;;;;;;;;;
2526,Il porte aussi des lunettes rouges,A1;;;;;;;;;;;;
2527,ça me fait plaisir de manger de bonnes choses.,A2;;;;;;;;;;;;
2528,Chaque hiver constitue une nouvelle menace.,B2;;;;;;;;;;;;
"2529,""Il est agréable de se promener pour observer les papillons, les abeilles et écouter le chant des oiseaux."",A1";;;;;;;;;;;;
"2530,""Un souffle de vent les dispersait, la pierre s'était de nouveau assombrie, mais, comme apprivoisés, ils revenaient ";" elle recommençait imperceptiblement à blanchir et par un de ces crescendos continus comme ceux qui, en musique, à la fin d'une ouverture, mènent une seule note jusqu'au fortissimo suprême en la faisant passer rapidement par tous les degrés intermédiaires, je la voyais atteindre à cet or inaltérable et fixe des beaux jours, sur lequel l'ombre découpée de l'appui ouvragé de la balustrade se détachait en noir comme une végétation capricieuse, avec une ténuité dans la délinéation des moindres détails qui semblait trahir une conscience appliquée, une satisfaction d'artiste, et avec un tel relief, un tel velours dans le repos de ses masses sombres et heureuses qu'en vérité ces reflets larges et feuillus qui reposaient sur ce lac de soleil semblaient savoir qu'ils étaient des gages de calme et de bonheur."",C2";;;;;;;;;;;
"2531,""Des réseaux nationaux, puis internationaux, se sont créés pour fournir des informations à leurs membres, préparer des campagnes de sensibilisation, voire faire du lobbying."",C1";;;;;;;;;;;;
"2532,""On eût dit qu'en faisant remarquer leurs ridicules, je trahissais une confidence qu'ils m'avaient faite ";" on eût dit qu'en se montrant à mes yeux tels qu'ils étaient, ils avaient obtenu de ma part la promesse du silence : je n'avais point la conscience d'avoir accepté ce traité trop onéreux."",C2";;;;;;;;;;;
2533,Vous ne risquerez pas de vous ennuyer dans un lieu aussi animé.,A2;;;;;;;;;;;;
"2534,""Nous avons l'habitude d'acheter quinze pommes, ce sont elles qui les comptent et les mettent dans notre panier."",A2";;;;;;;;;;;;
"2535,""Les motocyclettes peuvent se classer en différents types, chaque type ayant des caractéristiques différentes telles que la maniabilité, le poids ou la position de pilotage."",C1";;;;;;;;;;;;
"2536,""Cette fois, c'est vous qui caricaturez !"",A2";;;;;;;;;;;;
"2537,""Sans son manteau et ses gants, ils seraient morts de froid."",B2";;;;;;;;;;;;
"2538,""D'après des ordres venus de Vienne, le général autrichien reçut le marquis del Dongo avec une considération voisine du respect ";" on se hâta de lui offrir une des premières places dans le gouvernement, et il l'accepta comme le paiement d'une dette."",C1";;;;;;;;;;;
"2539,""Selon les pronostics, de 50 à 90 % des langues parlées aujourd'hui mourront au cours de ce siècle."",C1";;;;;;;;;;;;
2540,Je vais à l'école pendant la journée. Mon père s'appelle Alain.,A1;;;;;;;;;;;;
"2541,""Car à la tentation minutieusement encouragée par les industriels du secteur, s'ajoute la fascination même du jeu, dont la puissance de séduction peut parfois faire perdre pied."",C2";;;;;;;;;;;;
2542,Je t'embrasse.,A2;;;;;;;;;;;;
2543,Il faisait toujours très beau et surtout très chaud,A2;;;;;;;;;;;;
"2544,""D'autres supportent moins bien cette promiscuité et """"commencent déjà à voir les murs se refermer sur eux"""", note le quotidien américain, qui a recueilli le témoignage d'Hugo, 26 ans."",C1";;;;;;;;;;;;
2545,Il prend le bus tous les soirs.,A2;;;;;;;;;;;;
2546,Après cette déclaration héroïque la comtesse ne voulut plus des chevaux ni de la loge du comte N. Mais depuis quinze ans elle était accoutumée à la vie la plus élégante : elle eut à résoudre ce problème difficile ou pour mieux dire impossible : vivre à Milan avec une pension de quinze cents francs.,C1;;;;;;;;;;;;
2547,Il y a eu beaucoup de spectateurs et tout le monde a bien aimé la Fête.,A2;;;;;;;;;;;;
"2548,""Pour avoir plus d'informations, tu peux venir voir le médecin de l'école tous les jours au bureau 4B, au 4e étage."",A2";;;;;;;;;;;;
"2549,""Il entendait dans toute cette vaste maison une rumeur confuse, ce bruissement des grands restaurants fait du bruit des vaisselles et des argenteries heurtées, du bruit des pas rapides des garçons adouci par le tapis des corridors, du bruit des portes un moment ouvertes et qui laissent 147 échapper le son des voix de tous ces étroits salons où sont enfermés des gens qui dînent."",C2";;;;;;;;;;;;
2550,Devenir chêvre,C1;;;;;;;;;;;;
2551,Certaines familles ont pour tradition de déposer des biscuits et un verre de lait près du sapin pour remercier le père noël.,B1;;;;;;;;;;;;
2552,ne te fais pas tuer.,B1;;;;;;;;;;;;
"2553,""En 1913, moins de 1 travailleur sur 3, dérogations obligent, bénéficie réellement de ces vingt-quatre heures chômées."",C2";;;;;;;;;;;;
"2554,""Dans la tribu, on n'aime pas les enfants sans père, on dit que ce sont les enfants des mauvais esprits."",B1";;;;;;;;;;;;
"2555,""Même si je ne suis pas fanatique de fast-food, je ne vois pas pourquoi je ne mangerais pas de pizza et de hamburgers."",A2";;;;;;;;;;;;
"2556,""Devant la maison, il y a une cour minuscule."",A2";;;;;;;;;;;;
"2557,""Faits divers, faits divers, alors qu'on est au printemps, faits divers alors qu'on est au printemps - """"d'hiver"""""",C1";;;;;;;;;;;;
2558,Un ami m'a écrit une lettre.,A1;;;;;;;;;;;;
"2559,""Puis, sortant mon mouton de sa poche, il se plongea dans la contemplation de son trésor."",B2";;;;;;;;;;;;
"2560,""Ça vous débagoule des raisons, des accusations, des syllogismes, des calomnies, des paroles à rendre fou !"",C2";;;;;;;;;;;;
2561,La prolifération de la culture sur brûlis a largement dégradé la forêt ivoirienne alors que le Gabon a plus à craindre de l'ouverture de son couvert forestier à l'exploitation industrielle du bois.,B2;;;;;;;;;;;;
"2562,""Une fois qu'il a tout fini, Théo peut enfin aller jouer et s'amuser avant de dîner avec ses parents."",A2";;;;;;;;;;;;
2563,Elle doit être faite avec de l'eau.,B1;;;;;;;;;;;;
"2564,""Elle rit, alla et vint, se sachant admirée, sentant que sa robe plaquait bien aux endroits nécessaires."",C1";;;;;;;;;;;;
2565,Il y a une armoire ?,A1;;;;;;;;;;;;
"2566,""Pour dissuader ses lycéens de faire les Beaux-arts, l'École du cirque ou un diplôme d'arts du spectacle, un proviseur avait coutume de leur raconter cette histoire."",C1";;;;;;;;;;;;
"2567,""En Amérique du Nord, LeeAnn Walters, une femme au foyer, a été distinguée pour avoir créé un mouvement citoyen qui a permis de révéler la crise de l'eau contaminée de Flint dans le Michigan"",B1";;;;;;;;;;;;
"2568,""Le jour de la Fête des mères, la tradition consiste le plus souvent à offrir un petit cadeau aux mamans, comme en France."",A2";;;;;;;;;;;;
2569,A qui le pacha vient en aide ?,A2;;;;;;;;;;;;
2570,Illusion du laid qui est une opinion changeante! Illusion du vrai jamais immuable!,B2;;;;;;;;;;;;
2571,Elle met son chapeau et elle va à l'épicerie de quartier.,A2;;;;;;;;;;;;
"2572,""La lumière tombait si implacable du ciel devenu fixe que l'on aurait voulu se soustraire à son attention, et l'eau dormante ellemême, dont des insectes irritaient perpétuellement le sommeil, rêvant sans doute de quelque Maelstrôm imaginaire, augmentait le trouble où m'avait jeté la vue du flotteur de liège en semblant l'entraîner à toute vitesse sur les étendues silencieuses du ciel reflété ";" presque vertical il paraissait prêt à plonger et déjà je me demandais, si, sans tenir compte du désir et de la crainte que j'avais de la connaître, je n'avais pas le devoir de faire prévenir Mlle Swann que le poisson mordait - quand il me fallut rejoindre en courant mon père et mon grand-père qui m'appelaient, étonnés que je ne les eusse pas suivis dans le petit chemin qui monte vers les champs et où ils s'étaient engagés."",C2";;;;;;;;;;;
"2573,""Heureusement, par pure modestie, il n'avait pas parlé des diamants donnés par sa mère."",B2";;;;;;;;;;;;
"2574,""Il accepte les différences, il est tolérant."",B1";;;;;;;;;;;;
2575,L'influence du microbiote sur notre comportement a pu être observée.,C1;;;;;;;;;;;;
2576,La formation s'achèvera par un contrôle pour savoir si le propriétaire a intégré les connaissances.,B2;;;;;;;;;;;;
2577,Le robot a réussi à lancer un forage de dernière minute même si on ne sait pas encore s'il a pu ramener un échantillon de la surface de la comète.,B1;;;;;;;;;;;;
2578,Les enfants chantèrent les chansons qu'ils eurent apprises de leur professeur,C2;;;;;;;;;;;;
"2579,""En clair, les adolescentes souffrent d'un complexe d'infériorité par rapport à leurs comparses masculins, comme l'a montré cette sociologue de l'éducation dans un ouvrage de référence, L'Ecole des filles (L'Harmattan)."",C1";;;;;;;;;;;;
"2580,""Quand j'écoute ma musique, il faut que je l'apprécie et c'est pour ça que je suis exigeant, je crois"",A2";;;;;;;;;;;;
"2581,""Une exposition de soies, de satins et de velours, y épanouissait, dans une gamme souple et vibrante, les tons les plus délicats des fleurs : au sommet, les velours, d'un noir profond, d'un blanc de lait caillé "; plus bas, les satins, les roses, les bleus, aux cassures vives, se décolorant en pâleurs d'une tendresse infinie ; plus bas encore, les soies, toute l'écharpe de l'arc-en-ciel, des pièces retroussées en coques, plissées comme autour d'une taille qui se cambre, devenues vivantes sous les doigts savants des commis ;" et, entre chaque motif, entre chaque phrase colorée de l'étalage, courait un accompagnement discret, un léger cordon bouillonné de foulard crème."",C2";;;;;;;;;
"2582,""La société m'importune, la solitude m'accable."",C2";;;;;;;;;;;;
2583,Nous voulons surmonter les obstacles judiciaires et techniques qui nous empêchent d'intercepter les conversations téléphoniques par Skype entre les suspects.,C1;;;;;;;;;;;;
2584,Ma mère est allemande et est avocate,A1;;;;;;;;;;;;
"2585,""Edgar, étincelant de furie, dominait tous les autres de sa voix plus claire."",C1";;;;;;;;;;;;
"2586,""Il avait toujours accordé, quelquefois prévenu mes demandes à cet égard."",C1";;;;;;;;;;;;
"2587,""C'est génial, j'ai tout vu avant vous !"",A2";;;;;;;;;;;;
"2588,""Heureusement pour lui, les larmes qui embuaient les yeux de Laurence reflétaient sa joie, tout comme son sourire radieux"",B2";;;;;;;;;;;;
"2589,""Si Dieu le veut Bonjour, Anne!"",A1";;;;;;;;;;;;
2590,C'est un parc où les gens viennent se promener en famille et entre amis,B1;;;;;;;;;;;;
"2591,""Dans une grande salle au design épuré, ils sont une cinquantaine d'étudiants de 18 à 34 ans, les yeux rivés sur leur écran d'ordinateur."",B2";;;;;;;;;;;;
2592,Je suis venu dès que j'ai appris la nouvelle.,A2;;;;;;;;;;;;
"2593,""""""Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n'emploie que des propositions juxtaposées ?"""""",C2";;;;;;;;;;;;
"2594,""Quand on est ado, on se pose des tas de questions."",A2";;;;;;;;;;;;
2595,Il a ouvert un gîte de randonneurs en Haute-Savoie.,C1;;;;;;;;;;;;
"2596,""A 50-55 ans débute la deuxième vie adulte, à laquelle il faudra donner un nom, un statut, un contenu."",C1";;;;;;;;;;;;
"2597,""Demain, nous nous lèverons tôt et nous nous promènerons dans la les bois situés aux alentours du manoir."",B1";;;;;;;;;;;;
"2598,""Il faudrait d'abord lui faire visiter un peu les chambres, la salle de restaurant, et le reste."",B1";;;;;;;;;;;;
2599,J'espère que cette nouvelle histoire vous a plu.,A2;;;;;;;;;;;;
"2600,""D'après des témoignages de chefs d'entreprise recueillis dans le Guide France Info Le salarié handicapé dans l'entreprise, ce dernier est un salarié comme les autres, avec en plus, la volonté de s'en sortir ."",B1";;;;;;;;;;;;
"2601,""Doté de 410 millions de dollars, il servira à financer l'adaptation des pays du Sud et le développement d'énergies propres."",C1";;;;;;;;;;;;
2602,J'ai faim,A1;;;;;;;;;;;;
"2603,""On m'a souvent demandé comment j'avais fait pour comprendre Coluche, et ce que je gardais comme souvenir de ce tournage."",B1";;;;;;;;;;;;
"2604,""On reconnaît alors qu'il recouvre des analyses, des acteurs, des histoires et des pratiques multiples aux finalités complémentaires ou différentes, voire antagonistes."",C1";;;;;;;;;;;;
"2605,""Je me donnai bientôt, par cette conduite, une grande réputation de légèreté, de persiflage, de méchanceté."",C2";;;;;;;;;;;;
"2606,""Ma voiture est très écologique, elle roule à l'énergie solaire"",B1";;;;;;;;;;;;
"2607,""Stop : tout d'abord, figurez-vous que les vrais nouveaux pères n'ont aucune envie d'être appelés comme cela."",B2";;;;;;;;;;;;
"2608,""Puis je me bagarrais avec Daffy, mon canard en peluche, je mâchouillais mon os qui couine ou je chantais à l'unisson avec la radio de la voisine"",C1";;;;;;;;;;;;
"2609,""Le nombre insuffisant de professeurs formés est également un frein pour beaucoup d'adversaires de cette mesure, qui la jugent inapplicable."",C2";;;;;;;;;;;;
"2610,""Comme toujours, l'histoire peut apporter des enseignements intéressants."",B2";;;;;;;;;;;;
2611,Très bien !,A1;;;;;;;;;;;;
2612,Va-t'en !,A1;;;;;;;;;;;;
2613,Les soeurs de Fabrice entrèrent chez leur mère tandis que comtesse cousait ces diamants dans l'habit de voyage de notre héros ; il rendait à ces pauvres femmes leurs chétifs napoléons.,B2;;;;;;;;;;;
2614,Cet accusé se serait défendu avec l'énergie du condamné.,B2;;;;;;;;;;;;
"2615,""Comme Monsieur, un informaticien fondateur de la librairie des maths, pour qui """"il y a tellement de manières d'aimer les mathématiques [qu'il propose] de nombreux produits plus ou moins littéraires, plus ou moins ludiques""""."",C2";;;;;;;;;;;;
2616,Quelle est votre ville d'origine ?,A1;;;;;;;;;;;;
2617,Le 8 mai est la fête de la Victoire,A2;;;;;;;;;;;;
"2618,""En remontant dans le temps, on s'aperçoit que le déclin de la diversité linguistique a été considérablement accéléré par les conquêtes colonialistes européennes qui ont éliminé au moins 15 % des langues parlées à l'époque."",C1";;;;;;;;;;;;
"2619,""L'extension après 1945 du principe méritocratique à l'ensemble des carrières administratives et économiques supérieures, avec l'École nationale d'administration et le développement des écoles de commerce, aboutit à la mise en place dans les années 1960 du système des grandes écoles tel qu'il existe encore aujourd'hui."",C2";;;;;;;;;;;;
"2620,""C'est ce qu'a appris Hervé Brassier qui pourrait parler pendant des heures de son chien guide, Indigo : Ce chien m'apporte beaucoup de bonheur."",B1";;;;;;;;;;;;
"2621,""Delphine, je t'attends au coin de la rue, devant la pharmacie"",A1";;;;;;;;;;;;
"2622,""Par exemple, pour gagner dix pas de terrain sur le lac, près de la fameuse allée de platanes, à côté de la Cadenabia, il faisait construire une digue dont le devis allait à quatre-vingt mille francs."",C1";;;;;;;;;;;;
2623,Elle s'est ensuite élargie à d'autres établissements,B1;;;;;;;;;;;;
"2624,""Ça faisait longtemps que je ne m'étais pas bu une petite bière comme ça, tranquillou."",A2";;;;;;;;;;;;
"2625,""Son espace virtuel, unique en son genre, fête ses deux ans d'existence, et propose une belle collection d'alternatives au cahier de vacances"",C2";;;;;;;;;;;;
2626,Je mange à la cantine.,A1;;;;;;;;;;;;
"2627,""Le comte avait refusé de prendre du service en Autriche ";" on fit valoir ce refus, et, quelques mois après la mort de Prina, les mêmes personnages qui avaient payé les assassins obtinrent que le général Pietranera serait jeté en prison."",C1";;;;;;;;;;;
2628,Des troupes armées étrangères sont parfois invitées à défiler aux côtés des armées françaises,B2;;;;;;;;;;;;
2629,Les maladies inflammatoires chroniques de l'intestin font parties des priorités de santé publique en gastroentérologie.,C1;;;;;;;;;;;;
2630,L'autre élément est que certains enseignants développent un usage pédagogique des outils numériques.,B2;;;;;;;;;;;;
2631,Votre lycée français organise chaque année une journée où les familles peuvent venir observer des cours.,B2;;;;;;;;;;;;
"2632,""Malgré la réticence du gouvernement italien, le gouvernement des États-Unis aurait de son côté manifesté son intérêt à connaître les démarches entreprises par les enquêteurs des 27 pays membres de l'Union européenne."",C1";;;;;;;;;;;;
"2633,""Mangez avec appétit, car ce soir, nous dînerons en enfer !"",B2";;;;;;;;;;;;
"2634,""Cet indice, basé sur la formule de Herfindahl‐Hirschmann utilisée dans le domaine de l'économie comme mesure de la concentration du marché, représente dans notre cas le degré de fragmentation, ou vice‐versa de consolidation, de la structure institutionnelle des cantons."",C2";;;;;;;;;;;;
2635,Je me rends compte que c'est une comédie.,B1;;;;;;;;;;;;
"2636,""Ellénore n'avait eu jusqu'alors aucune notion de ce sentiment passionné, de cette existence perdue dans la sienne, dont mes fureurs mêmes, mes injustices et mes reproches n'étaient que des preuves plus irréfragables."",C1";;;;;;;;;;;;
"2637,""Ces derniers auraient engendré des rats mithridatisés, pathologiquement agressifs, dotés d'une formidable force de mâchoire."",C2";;;;;;;;;;;;
2638,Je ne trouve pas les livres que j'ai pris à la bibliothèque.,A2;;;;;;;;;;;;
"2639,""Une carafe d'eau, s'il vous plaît."",A1";;;;;;;;;;;;
"2640,""Certains, pourtant, haïssent cette béance dans leur agenda, ce vide, ce temps mort."",C2";;;;;;;;;;;;
2641,C'est un plaisir de faire votre connaissance.,A1;;;;;;;;;;;;
"2642,""Sans jamais préciser comment il s'approvisionne en papier, Kassák dessine, prend des notes et surtout écrit des poèmes qu'il envoie aux rédactions de journaux via une amie restée à Budapest."",C2";;;;;;;;;;;;
"2643,""Mais d'autres n'étaient pas d'accord : Son accent est tellement fort que l'auditeur va oublier ce qu'il dit , La politique est un sujet trop sérieux pour être confié à une intonation aussi chantante , etc."",B1";;;;;;;;;;;;
"2644,""Ou encore, ce qu'elle préfère : je lui lis des histoires."",A2";;;;;;;;;;;;
2645,Le thé est trop chaud pour le boire.,A1;;;;;;;;;;;;
2646,Cette épée brûlante rongeait mes cils et fouillait mes yeux douloureux.,C2;;;;;;;;;;;;
"2647,""Le conducteur, appelé cyclomotoriste, motard ou motocycliste, y est assis à califourchon sur la selle, les mains tiennent le guidon et les pieds sont sur des repose-pieds."",C2";;;;;;;;;;;;
"2648,""aucune allée n'était praticable, tellement il y avait des arbres couchés partout"",C1";;;;;;;;;;;;
"2649,""Oui, merci, c'est gentil !"",A2";;;;;;;;;;;;
"2650,""Il s'insère ensuite dans un autre réseau, tissé au fur et à mesure du voyage : celui des vagabonds, fait de routes, d'asiles et de rencontres."",C2";;;;;;;;;;;;
2651,J'ai 25 ans.,A1;;;;;;;;;;;;
2652,Je m'appelle Marie.,A1;;;;;;;;;;;;
"2653,""Rosa : Oui, merci ! Dites-moi, il y a un concert ce soir ?"",A2";;;;;;;;;;;;
"2654,""L'une de ses dernières initiatives a été la création du festival Best of Doc, dont la première édition avait eu lieu en novembre 2019."",C1";;;;;;;;;;;;
"2655,""Bonjour, c'est mon dernier jour dans cette école."",A1";;;;;;;;;;;;
"2656,""Les concierges, en manches de chemise, à cheval sur des chaises en paille, fumaient la pipe sous des portes cochères, et les passants allaient d'un pas accablé, le front nu, le chapeau à la main."",C2";;;;;;;;;;;;
"2657,""Quand ils s'approchent trop près de la tribu, les femmes leur jettent des pierres et les hommes les chassent."",B1";;;;;;;;;;;;
2658,L'éducation est censée préparer la jeune génération à l'avenir.,B2;;;;;;;;;;;;
